1, 1, 0.995
1, 2, 0.9640583180820959
1, 3, 0.9391020795761025
1, 4, 0.9243948863636364
1, 5, 0.9166428571428573
1, 6, 0.7329607142857144
1, 7, 0.3911704750223441
1, 8, 0.8860787961625212
1, 9, 0.9942497625830959
1, 10, 0.9947744360902256
1, 11, 0.8526065246600244
1, 12, 0.942697383483176
1, 13, 0.4817336287358848
1, 14, 0.855947482332621
1, 15, 0.8718645166438973
1, 16, 0.9834545644141999
1, 17, 0.49592778895595796
2, 1, 0.992056568287275
2, 2, 0.9105580913273857
2, 3, 0.8343968842736935
2, 4, 0.8621105821996329
2, 5, 0.8771267252745167
2, 6, 0.4299858043875368
2, 7, 0.761718351914848
2, 8, 0.4318997508463946
2, 9, 0.5457306113239566
2, 10, 0.8903232779529854
2, 11, 0.812975162907624
2, 12, 0.9003706551335292
2, 13, 0.9800249010306571
2, 14, 0.9750631299734748
2, 15, 0.995
2, 16, 0.9704936087260881
2, 17, 0.5172831741944333
2, 18, 0.9088216134706094
2, 19, 0.9040819418332885
2, 20, 0.9198715754960709
2, 21, 0.9255766057464543
2, 22, 0.9447872585607361
2, 23, 0.9456950975995767
3, 1, 0.876918808878806
3, 2, 0.956921137780348
3, 3, 0.8273195597073595
3, 4, 0.9673335106368331
3, 5, 0.9628170161877383
3, 6, 0.9306672442823578
3, 7, 0.8998645783264383
3, 8, 0.9167393053016846
3, 9, 0.9007387148755572
3, 10, 0.945252597005704
3, 11, 0.9292065201739754
3, 12, 0.9571186926139267
3, 13, 0.9608087823519552
3, 14, 0.9854276008963162
3, 15, 0.9886699326082266
3, 16, 0.9398056077467839
4, 1, 0.9125647688365635
4, 2, 0.9607165162875396
4, 3, 0.9380600882308765
4, 4, 0.9503657831625371
4, 5, 0.8870000421535
4, 6, 0.9352656659454351
4, 7, 0.9526706006203567
4, 8, 0.9168148744952697
4, 9, 0.5730142606979068
4, 10, 0.8204183949445137
4, 11, 0.90907119446824
4, 12, 0.9417411690001393
4, 13, 0.7237637594353775
4, 14, 0.9830548112402328
4, 15, 0.7666490092114103
4, 16, 0.9866670693915246
5, 1, 0.9816322221410638
5, 2, 0.5995969307294571
5, 3, 0.8872520892055218
5, 4, 0.8983201425665008
5, 5, 0.9281711467756548
5, 6, 0.9560813472725018
5, 7, 0.9681451887344836
5, 8, 0.9632158608401608
5, 9, 0.9383041414077158
5, 10, 0.9560144723021411
5, 11, 0.9533812574376755
5, 12, 0.9455334971744501
5, 13, 0.8403680511219341
6, 1, 0.7951657581422052
6, 2, 0.8048106936060216
6, 3, 0.6435009443987757
6, 4, 0.9917661458898901
6, 5, 0.9840554250257878
6, 6, 0.9919019742526244
6, 7, 0.964341479415824
6, 8, 0.6519366830853638
6, 9, 0.6130974654592976
6, 10, 0.49321081045848725
6, 11, 0.9577200595718486
6, 12, 0.985120395021241
6, 13, 0.9841215655598624
6, 14, 0.9715141747743783
6, 15, 0.9892769037847697
6, 16, 0.9565234596169541
6, 17, 0.9767641439205956
6, 18, 0.8019664322316433
6, 19, 0.8827658710923793
6, 20, 0.6224999999999999
7, 1, 0.55266107441184
7, 2, 0.5612756802033816
7, 3, 0.6064059075632051
7, 4, 0.9589170627322556
7, 5, 0.9373389147993522
7, 6, 0.9259539013940917
7, 7, 0.939154858903726
7, 8, 0.9086802859083026
7, 9, 0.9520635775723907
7, 10, 0.6016352148138983
7, 11, 0.5819063619852913
8, 1, 0.9679289877398454
8, 2, 0.8556872313892936
8, 3, 0.858216448528593
8, 4, 0.8412579017178524
8, 5, 0.8529012016996417
8, 6, 0.912497635404069
8, 7, 0.8892685407048546
8, 8, 0.7074628806672864
8, 9, 0.48547661867129516
8, 10, 0.4049431622977792
8, 11, 0.5503221246128537
8, 12, 0.7243342139980573
8, 13, 0.7051386421384137
8, 14, 0.8587859194669615
